order_id,merchant_id,timestamp,merchant_lat,merchant_lon,rider_lat,rider_lon,distance_km,is_gaming_simulated,base_kpt_min,hidden_load_index
ORD-10108,spice_garden,2026-03-01 19:22,12.9718,77.5948,12.98237,77.61904,N/A,False,24,0.81
ORD-10109,spice_garden,2026-03-01 19:34,12.9718,77.5948,12.9728,77.59405,N/A,True,19,0.19
ORD-10110,reliable_rest,2026-03-01 19:29,12.9716,77.5946,13.00731,77.61687,N/A,False,22,0.34
ORD-10111,reliable_rest,2026-03-01 19:49,12.9716,77.5946,12.9717,77.59379,N/A,True,14,0.69
ORD-10112,spice_garden,2026-03-01 19:39,12.9718,77.5948,12.99159,77.60614,N/A,False,15,0.76
ORD-10113,spice_garden,2026-03-01 19:16,12.9718,77.5948,12.97176,77.59516,N/A,True,23,0.72
ORD-10114,reliable_rest,2026-03-01 19:13,12.9716,77.5946,13.00986,77.63316,N/A,False,22,0.41
ORD-10115,spice_garden,2026-03-01 19:58,12.9718,77.5948,12.97175,77.59528,N/A,True,14,0.26
ORD-10116,reliable_rest,2026-03-01 19:38,12.9716,77.5946,12.99307,77.62214,N/A,False,15,0.26
ORD-10117,reliable_rest,2026-03-01 19:45,12.9716,77.5946,12.99003,77.61966,N/A,False,16,0.74
ORD-10118,reliable_rest,2026-03-01 19:44,12.9716,77.5946,12.99404,77.6276,N/A,False,14,0.57
ORD-10119,reliable_rest,2026-03-01 19:25,12.9716,77.5946,12.99157,77.60996,N/A,False,19,0.23
ORD-10120,reliable_rest,2026-03-01 19:30,12.9716,77.5946,12.99486,77.61799,N/A,False,25,0.88
ORD-10121,spice_garden,2026-03-01 19:54,12.9718,77.5948,12.97159,77.59456,N/A,True,16,0.46
ORD-10122,spice_garden,2026-03-01 19:43,12.9718,77.5948,12.97203,77.59453,N/A,True,25,0.11
ORD-10123,spice_garden,2026-03-01 19:28,12.9718,77.5948,12.97086,77.59503,N/A,True,17,0.19
ORD-10124,spice_garden,2026-03-01 19:28,12.9718,77.5948,12.97161,77.59491,N/A,True,13,0.5
ORD-10125,spice_garden,2026-03-01 19:52,12.9718,77.5948,12.97237,77.59387,N/A,True,25,0.23
ORD-10126,spice_garden,2026-03-01 19:38,12.9718,77.5948,12.97261,77.59395,N/A,True,18,0.37
ORD-10127,reliable_rest,2026-03-01 19:32,12.9716,77.5946,12.97166,77.59542,N/A,True,20,0.62
ORD-10128,reliable_rest,2026-03-01 19:23,12.9716,77.5946,12.9953,77.61088,N/A,False,12,0.77
ORD-10129,spice_garden,2026-03-01 19:28,12.9718,77.5948,12.97163,77.59383,N/A,True,22,0.46
ORD-10130,spice_garden,2026-03-01 19:48,12.9718,77.5948,12.9725,77.59471,N/A,True,19,0.35
ORD-10131,spice_garden,2026-03-01 19:59,12.9718,77.5948,12.97239,77.59408,N/A,True,23,0.34
ORD-10132,spice_garden,2026-03-01 19:38,12.9718,77.5948,12.97257,77.59391,N/A,True,25,0.72
ORD-10133,reliable_rest,2026-03-01 19:53,12.9716,77.5946,12.99731,77.60726,N/A,False,12,0.59
ORD-10134,reliable_rest,2026-03-01 19:15,12.9716,77.5946,13.00057,77.61069,N/A,False,22,0.89
ORD-10135,spice_garden,2026-03-01 19:21,12.9718,77.5948,13.00919,77.61235,N/A,False,16,0.59
ORD-10136,reliable_rest,2026-03-01 19:48,12.9716,77.5946,12.99312,77.62603,N/A,False,16,0.43
ORD-10137,spice_garden,2026-03-01 19:13,12.9718,77.5948,12.97086,77.594,N/A,True,20,0.13
ORD-10138,reliable_rest,2026-03-01 19:46,12.9716,77.5946,13.00019,77.60466,N/A,False,18,0.5
ORD-10139,spice_garden,2026-03-01 19:28,12.9718,77.5948,12.97204,77.59568,N/A,True,20,0.41
ORD-10140,reliable_rest,2026-03-01 19:45,12.9716,77.5946,12.98238,77.62576,N/A,False,14,0.75
ORD-10141,reliable_rest,2026-03-01 19:59,12.9716,77.5946,12.99459,77.62696,N/A,False,23,0.23
ORD-10142,spice_garden,2026-03-01 19:59,12.9718,77.5948,12.97158,77.59527,N/A,True,24,0.23
ORD-10143,spice_garden,2026-03-01 19:31,12.9718,77.5948,12.9723,77.59481,N/A,True,23,0.82
ORD-10144,spice_garden,2026-03-01 19:31,12.9718,77.5948,12.97232,77.59577,N/A,True,22,0.18
ORD-10145,spice_garden,2026-03-01 19:22,12.9718,77.5948,13.00588,77.61418,N/A,False,19,0.29
ORD-10146,reliable_rest,2026-03-01 19:14,12.9716,77.5946,12.98742,77.62879,N/A,False,13,0.43
ORD-10147,reliable_rest,2026-03-01 19:50,12.9716,77.5946,12.97175,77.59418,N/A,True,23,0.52
ORD-10148,spice_garden,2026-03-01 19:47,12.9718,77.5948,12.97262,77.59535,N/A,True,16,0.6
ORD-10149,reliable_rest,2026-03-01 19:39,12.9716,77.5946,12.985,77.63211,N/A,False,21,0.48
ORD-10150,reliable_rest,2026-03-01 19:39,12.9716,77.5946,12.99333,77.62318,N/A,False,12,0.31
ORD-10151,spice_garden,2026-03-01 19:30,12.9718,77.5948,12.97255,77.59575,N/A,True,13,0.37
ORD-10152,reliable_rest,2026-03-01 19:20,12.9716,77.5946,12.98816,77.63255,N/A,False,20,0.41
ORD-10153,spice_garden,2026-03-01 19:19,12.9718,77.5948,12.9715,77.59479,N/A,True,20,0.6
ORD-10154,reliable_rest,2026-03-01 19:23,12.9716,77.5946,13.00269,77.62814,N/A,False,25,0.66
ORD-10155,spice_garden,2026-03-01 19:35,12.9718,77.5948,12.97147,77.59495,N/A,True,12,0.74
ORD-10156,reliable_rest,2026-03-01 19:27,12.9716,77.5946,12.99349,77.61268,N/A,False,25,0.36
ORD-10157,reliable_rest,2026-03-01 19:36,12.9716,77.5946,12.99188,77.61749,N/A,False,20,0.23
ORD-10158,reliable_rest,2026-03-01 19:38,12.9716,77.5946,12.97117,77.59428,N/A,True,22,0.26
ORD-10159,reliable_rest,2026-03-01 19:15,12.9716,77.5946,12.98546,77.634,N/A,False,22,0.4
ORD-10160,spice_garden,2026-03-01 19:29,12.9718,77.5948,12.97255,77.59477,N/A,True,22,0.2
ORD-10161,spice_garden,2026-03-01 19:57,12.9718,77.5948,12.97159,77.59407,N/A,True,19,0.17
ORD-10162,reliable_rest,2026-03-01 19:28,12.9716,77.5946,12.99967,77.61699,N/A,False,15,0.27
ORD-10163,spice_garden,2026-03-01 19:42,12.9718,77.5948,12.97211,77.59523,N/A,True,17,0.63
ORD-10164,spice_garden,2026-03-01 19:50,12.9718,77.5948,12.97138,77.59561,N/A,True,15,0.88
ORD-10165,reliable_rest,2026-03-01 19:32,12.9716,77.5946,13.00209,77.60665,N/A,False,17,0.3
ORD-10166,reliable_rest,2026-03-01 19:22,12.9716,77.5946,12.99215,77.6283,N/A,False,17,0.69
ORD-10167,spice_garden,2026-03-01 19:39,12.9718,77.5948,12.97111,77.59476,N/A,True,14,0.14
ORD-10168,reliable_rest,2026-03-01 19:43,12.9716,77.5946,12.98978,77.6089,N/A,False,14,0.88
ORD-10169,spice_garden,2026-03-01 19:21,12.9718,77.5948,12.97244,77.59395,N/A,True,24,0.47
ORD-10170,reliable_rest,2026-03-01 19:27,12.9716,77.5946,12.99973,77.62139,N/A,False,18,0.63
ORD-10171,spice_garden,2026-03-01 19:12,12.9718,77.5948,12.97241,77.59541,N/A,True,23,0.43
ORD-10172,reliable_rest,2026-03-01 19:40,12.9716,77.5946,12.97207,77.59457,N/A,True,21,0.43
ORD-10173,reliable_rest,2026-03-01 19:10,12.9716,77.5946,12.99831,77.60473,N/A,False,13,0.4
ORD-10174,spice_garden,2026-03-01 19:52,12.9718,77.5948,12.97184,77.59432,N/A,True,24,0.34
ORD-10175,spice_garden,2026-03-01 19:32,12.9718,77.5948,12.97198,77.59455,N/A,True,18,0.45
ORD-10176,reliable_rest,2026-03-01 19:18,12.9716,77.5946,12.98289,77.60653,N/A,False,25,0.56
ORD-10177,reliable_rest,2026-03-01 19:19,12.9716,77.5946,12.99833,77.63001,N/A,False,21,0.64
ORD-10178,spice_garden,2026-03-01 19:31,12.9718,77.5948,12.9723,77.59569,N/A,True,17,0.26
ORD-10179,spice_garden,2026-03-01 19:27,12.9718,77.5948,12.9722,77.59521,N/A,True,20,0.74
ORD-10180,spice_garden,2026-03-01 19:23,12.9718,77.5948,12.99091,77.61233,N/A,False,22,0.25
ORD-10181,spice_garden,2026-03-01 19:57,12.9718,77.5948,12.97121,77.59522,N/A,True,14,0.65
ORD-10182,reliable_rest,2026-03-01 19:14,12.9716,77.5946,12.9917,77.61993,N/A,False,19,0.37
ORD-10183,reliable_rest,2026-03-01 19:41,12.9716,77.5946,12.994,77.62228,N/A,False,21,0.52
ORD-10184,reliable_rest,2026-03-01 19:14,12.9716,77.5946,13.00858,77.60957,N/A,False,24,0.36
ORD-10185,reliable_rest,2026-03-01 19:50,12.9716,77.5946,12.98955,77.63379,N/A,False,14,0.5
ORD-10186,reliable_rest,2026-03-01 19:36,12.9716,77.5946,12.98496,77.62167,N/A,False,23,0.2
ORD-10187,reliable_rest,2026-03-01 19:13,12.9716,77.5946,12.98352,77.61312,N/A,False,14,0.29
ORD-10188,spice_garden,2026-03-01 19:49,12.9718,77.5948,12.97129,77.59556,N/A,True,17,0.1
ORD-10189,spice_garden,2026-03-01 19:23,12.9718,77.5948,12.97115,77.59577,N/A,True,17,0.83
ORD-10190,spice_garden,2026-03-01 19:44,12.9718,77.5948,12.97222,77.59398,N/A,True,20,0.14
ORD-10191,spice_garden,2026-03-01 19:20,12.9718,77.5948,12.97237,77.59546,N/A,True,22,0.37
ORD-10192,reliable_rest,2026-03-01 19:47,12.9716,77.5946,12.99716,77.617,N/A,False,14,0.61
ORD-10193,reliable_rest,2026-03-01 19:40,12.9716,77.5946,12.99074,77.62233,N/A,False,23,0.22
ORD-10194,spice_garden,2026-03-01 19:51,12.9718,77.5948,12.97109,77.59389,N/A,True,15,0.83
ORD-10195,spice_garden,2026-03-01 19:10,12.9718,77.5948,12.97119,77.59569,N/A,True,23,0.27
ORD-10196,spice_garden,2026-03-01 19:30,12.9718,77.5948,12.97084,77.59382,N/A,True,13,0.74
ORD-10197,reliable_rest,2026-03-01 19:39,12.9716,77.5946,12.98563,77.60895,N/A,False,24,0.88
ORD-10198,spice_garden,2026-03-01 19:54,12.9718,77.5948,12.97276,77.59541,N/A,True,12,0.42
ORD-10199,reliable_rest,2026-03-01 19:11,12.9716,77.5946,13.01094,77.63339,N/A,False,22,0.72
ORD-10200,reliable_rest,2026-03-01 19:43,12.9716,77.5946,12.98608,77.60773,N/A,False,18,0.69
ORD-10201,reliable_rest,2026-03-01 19:20,12.9716,77.5946,13.00094,77.60739,N/A,False,15,0.75
ORD-10202,spice_garden,2026-03-01 19:27,12.9718,77.5948,12.97174,77.59435,N/A,True,20,0.8
ORD-10203,spice_garden,2026-03-01 19:35,12.9718,77.5948,12.97183,77.59393,N/A,True,23,0.51
ORD-10204,spice_garden,2026-03-01 19:49,12.9718,77.5948,12.97172,77.59528,N/A,True,19,0.25
ORD-10205,spice_garden,2026-03-01 19:21,12.9718,77.5948,12.97129,77.59435,N/A,True,17,0.62
ORD-10206,reliable_rest,2026-03-01 19:29,12.9716,77.5946,13.00053,77.61937,N/A,False,17,0.4
ORD-10207,reliable_rest,2026-03-01 19:51,12.9716,77.5946,12.99921,77.61915,N/A,False,15,0.88
ORD-10208,spice_garden,2026-03-01 19:54,12.9718,77.5948,12.99249,77.61005,N/A,False,23,0.31
ORD-10209,reliable_rest,2026-03-01 19:12,12.9716,77.5946,13.0071,77.62405,N/A,False,24,0.75
ORD-10210,reliable_rest,2026-03-01 19:11,12.9716,77.5946,12.98583,77.62534,N/A,False,19,0.73
ORD-10211,reliable_rest,2026-03-01 19:37,12.9716,77.5946,13.00546,77.63378,N/A,False,21,0.52
ORD-10212,reliable_rest,2026-03-01 19:16,12.9716,77.5946,12.9715,77.59436,N/A,True,19,0.63
ORD-10213,reliable_rest,2026-03-01 19:39,12.9716,77.5946,12.9908,77.62938,N/A,False,16,0.67
ORD-10214,reliable_rest,2026-03-01 19:50,12.9716,77.5946,12.98211,77.62954,N/A,False,22,0.7
ORD-10215,reliable_rest,2026-03-01 19:42,12.9716,77.5946,12.99916,77.60808,N/A,False,24,0.3
ORD-10216,reliable_rest,2026-03-01 19:43,12.9716,77.5946,12.98449,77.60988,N/A,False,24,0.39
ORD-10217,spice_garden,2026-03-01 19:53,12.9718,77.5948,12.97215,77.59579,N/A,True,23,0.73
ORD-10218,reliable_rest,2026-03-01 19:56,12.9716,77.5946,12.97074,77.59513,N/A,True,22,0.73
ORD-10219,spice_garden,2026-03-01 19:20,12.9718,77.5948,12.97217,77.59525,N/A,True,17,0.6
ORD-10220,reliable_rest,2026-03-01 19:21,12.9716,77.5946,13.00402,77.61282,N/A,False,23,0.7
ORD-10221,spice_garden,2026-03-01 19:48,12.9718,77.5948,12.97243,77.59404,N/A,True,21,0.74
ORD-10222,spice_garden,2026-03-01 19:17,12.9718,77.5948,13.0009,77.63053,N/A,False,16,0.89
ORD-10223,reliable_rest,2026-03-01 19:49,12.9716,77.5946,12.99905,77.63366,N/A,False,24,0.33
ORD-10224,spice_garden,2026-03-01 19:35,12.9718,77.5948,12.97242,77.59483,N/A,True,25,0.83
ORD-10225,spice_garden,2026-03-01 19:21,12.9718,77.5948,12.99944,77.61304,N/A,False,15,0.62
ORD-10226,spice_garden,2026-03-01 19:18,12.9718,77.5948,13.00827,77.61324,N/A,False,20,0.24
ORD-10227,spice_garden,2026-03-01 19:20,12.9718,77.5948,12.97239,77.59436,N/A,True,24,0.27
ORD-10228,spice_garden,2026-03-01 19:53,12.9718,77.5948,12.97178,77.59522,N/A,True,15,0.11
ORD-10229,reliable_rest,2026-03-01 19:59,12.9716,77.5946,13.00286,77.61242,N/A,False,15,0.72
ORD-10230,reliable_rest,2026-03-01 19:31,12.9716,77.5946,12.98394,77.61358,N/A,False,13,0.28
ORD-10231,spice_garden,2026-03-01 19:13,12.9718,77.5948,12.97223,77.59512,N/A,True,18,0.25
ORD-10232,spice_garden,2026-03-01 19:14,12.9718,77.5948,12.97123,77.5953,N/A,True,16,0.17
ORD-10233,reliable_rest,2026-03-01 19:49,12.9716,77.5946,13.00529,77.6109,N/A,False,16,0.8
ORD-10234,reliable_rest,2026-03-01 19:55,12.9716,77.5946,12.98779,77.6137,N/A,False,15,0.18
ORD-10235,reliable_rest,2026-03-01 19:26,12.9716,77.5946,12.98801,77.63172,N/A,False,16,0.23
ORD-10236,reliable_rest,2026-03-01 19:27,12.9716,77.5946,13.00014,77.62754,N/A,False,13,0.62
ORD-10237,spice_garden,2026-03-01 19:25,12.9718,77.5948,12.972,77.59529,N/A,True,19,0.16
ORD-10238,reliable_rest,2026-03-01 19:28,12.9716,77.5946,13.00934,77.62618,N/A,False,23,0.24
ORD-10239,reliable_rest,2026-03-01 19:12,12.9716,77.5946,13.01073,77.63286,N/A,False,25,0.26
ORD-10240,reliable_rest,2026-03-01 19:50,12.9716,77.5946,12.98405,77.62124,N/A,False,21,0.3
ORD-10241,spice_garden,2026-03-01 19:47,12.9718,77.5948,12.97119,77.59423,N/A,True,17,0.51
ORD-10242,spice_garden,2026-03-01 19:53,12.9718,77.5948,12.97093,77.59386,N/A,True,25,0.12
ORD-10243,spice_garden,2026-03-01 19:24,12.9718,77.5948,12.97148,77.59459,N/A,True,22,0.44
ORD-10244,reliable_rest,2026-03-01 19:40,12.9716,77.5946,13.00416,77.62526,N/A,False,21,0.75
